rel_path,title,section,type,contentType,status,tags,recommended_bucket,inferred_slug,modified,size_bytes,internal_out_count,external_out_count,preview
pages/misc/governance-principles-md.md,governance_principles.md,,,,,,Uncategorized / Review,governance_principlesmd,2025-12-26T15:11:09,1117,0,0,"title: ""Governing Principles"""
pages/misc/governance-roles-md.from_quarantine.md,Roles & Responsibilities,Governance,Page,,Draft,,Uncategorized / Review,roles-responsibilities,2025-12-26T15:11:08,1296,0,0,This archive uses a **layered contribution model** to balance openness with rigor.
pages/misc/governance-roles-md.md,Roles & Responsibilities,Governance,Page,,Draft,,Uncategorized / Review,roles-responsibilities,2025-12-26T12:16:16,1365,0,0,This archive uses a **layered contribution model** to balance openness with rigor.
pages/misc/governance-standup-arkansas-role-md.md,governance_standup-arkansas-role.md,,,,,,Uncategorized / Review,governance_standup-arkansas-rolemd,2025-12-26T15:11:09,701,0,0,"title: ""Role of Stand Up Arkansas"""
pages/misc/governance-transparency-md.from_quarantine.md,governance_transparency.md,,,,,,Uncategorized / Review,governance_transparencymd,2025-12-26T15:11:08,819,0,0,"title: ""Transparency & Accountability"""
pages/misc/governance-transparency-md.md,governance_transparency.md,,,,,,Uncategorized / Review,governance_transparencymd,2025-12-26T11:52:31,882,0,0,"title: ""Transparency & Accountability"""
pages/misc/guiding-rules-for-data-in-this-archive.md,1) Guiding rules for data in this archive,,,,,,Uncategorized / Review,1-guiding-rules-for-data-in-this-archive,2025-12-26T15:11:09,5938,0,0,"Data must be: traceable (source + query + date pulled) repeatable (same request yields same output for that vintage) joinable (links to Place, Era, Policy Area, and Events) explainable (plain-language labels, not just codes) This matches your Sources/Provenance framework. Census API is explicitly designed for retrievin…"
pages/misc/master-vision-arkansas-political-history-project.md,Master Vision \u2014 Arkansas Political History Project,,,,,,Uncategorized / Review,master-vision-u2014-arkansas-political-history-project,2025-12-26T15:11:09,1705,0,0,"\# Master Vision â€"" Arkansas Political History Project"
pages/misc/netlify-toml.md,Netlify.toml,,,,,,Specs / Build Docs,netlifytoml,2025-12-26T15:11:09,1167,0,0,\# netlify.toml
pages/misc/non-negotiables-arkansas-political-history-project.md,Non-Negotiables \u2014 Arkansas Political History Project,,,,,,Uncategorized / Review,non-negotiables-u2014-arkansas-political-history-project,2025-12-26T15:11:09,1685,0,0,"\# Non-Negotiables â€"" Arkansas Political History Project"
pages/misc/page-components-spec-md.md,PAGE_COMPONENTS_SPEC.md,,,,,,Specs / Build Docs,page_components_specmd,2025-12-26T15:11:09,1588,0,0,\# Page Components Spec
pages/misc/routing-and-slugs-spec-md.md,ROUTING_AND_SLUGS_SPEC.md,,,,,,Specs / Build Docs,routing_and_slugs_specmd,2025-12-26T15:11:09,5364,0,0,Stand Up Arkansas - The People's Political History
pages/misc/search-index-md.md,search_index.md,,,,,,Uncategorized / Review,search_indexmd,2025-12-26T15:11:09,2439,0,0,"title: ""Search the Archive"" section: ""Search"" status: ""Prototype"""
pages/misc/search-result-card-spec-md.md,search_result-card-spec.md,,,,,,Specs / Build Docs,search_result-card-specmd,2025-12-26T15:11:09,972,0,0,"title: ""Search Result Card Spec"""
pages/misc/search-tagging-cross-linking-logic.md,"Search, Tagging & Cross-Linking Logic",,,,,,Uncategorized / Review,search-tagging-cross-linking-logic,2025-12-26T15:11:09,6137,0,0,Stand Up Arkansas - The People's Political History
pages/misc/site-svelte-config-js.md,site_svelte.config.js_,,,,,,Uncategorized / Review,site_svelteconfigjs_,2025-12-26T11:52:33,632,0,0,site/svelte.config.js
pages/misc/sourcing-format-spec-md.md,SOURCING_FORMAT_SPEC.md,,,,,,Specs / Build Docs,sourcing_format_specmd,2025-12-26T15:11:09,1232,0,0,\# Sourcing Format Spec
pages/misc/tags-index-md.md,tags_index.md,,,,,,Uncategorized / Review,tags_indexmd,2025-12-26T15:11:09,1503,0,0,"title: ""Tags & Concepts"""
pages/misc/tags-policy-areas-criminal-justice-md.from_quarantine.md,tags_policy_areas_criminal_justice.md,,,,,,Uncategorized / Review,tags_policy_areas_criminal_justicemd,2025-12-26T15:11:08,1173,0,0,"title: ""Criminal Justice"""
pages/misc/tags-policy-areas-criminal-justice-md.md,tags_policy_areas_criminal_justice.md,,,,,,Uncategorized / Review,tags_policy_areas_criminal_justicemd,2025-12-26T11:52:31,1254,0,0,"title: ""Criminal Justice"""
pages/misc/tags-policy-areas-education-md.from_quarantine.md,tags_policy_areas_education.md,,,,,,Uncategorized / Review,tags_policy_areas_educationmd,2025-12-26T15:11:08,1185,0,0,"title: ""Education"""
pages/misc/tags-policy-areas-education-md.md,tags_policy_areas_education.md,,,,,,Uncategorized / Review,tags_policy_areas_educationmd,2025-12-26T11:52:31,1268,0,0,"title: ""Education"""
pages/misc/tags-policy-areas-elections-representation-md.from_quarantine.md,tags_policy_areas_elections_representation.md,,,,,,Uncategorized / Review,tags_policy_areas_elections_representationmd,2025-12-26T15:11:08,1337,0,0,"title: ""Elections & Representation"""
pages/misc/tags-policy-areas-elections-representation-md.md,tags_policy_areas_elections_representation.md,,,,,,Uncategorized / Review,tags_policy_areas_elections_representationmd,2025-12-26T11:52:31,1430,0,0,"title: ""Elections & Representation"""
pages/misc/tags-policy-areas-environment-water-md.from_quarantine.md,tags_policy_areas_environment_water.md,,,,,,Uncategorized / Review,tags_policy_areas_environment_watermd,2025-12-26T15:11:08,1100,0,0,"title: ""Environment & Water"""
pages/misc/tags-policy-areas-environment-water-md.md,tags_policy_areas_environment_water.md,,,,,,Uncategorized / Review,tags_policy_areas_environment_watermd,2025-12-26T11:52:31,1179,0,0,"title: ""Environment & Water"""
pages/misc/tags-policy-areas-index-md.md,tags_policy_areas_index.md,,,,,,Uncategorized / Review,tags_policy_areas_indexmd,2025-12-26T15:11:09,799,0,0,"title: ""Policy Areas"""
pages/misc/tags-policy-areas-labor-economy-md.from_quarantine.md,tags_policy_areas_labor_economy.md,,,,,,Uncategorized / Review,tags_policy_areas_labor_economymd,2025-12-26T15:11:08,1151,0,0,"title: ""Labor & Economy"""
pages/misc/tags-policy-areas-labor-economy-md.md,tags_policy_areas_labor_economy.md,,,,,,Uncategorized / Review,tags_policy_areas_labor_economymd,2025-12-26T11:52:31,1230,0,0,"title: ""Labor & Economy"""
pages/misc/tags-policy-areas-local-government-md.from_quarantine.md,tags_policy_areas_local_government.md,,,,,,Uncategorized / Review,tags_policy_areas_local_governmentmd,2025-12-26T15:11:08,1118,0,0,"title: ""Local Government"""
pages/misc/tags-policy-areas-local-government-md.md,tags_policy_areas_local_government.md,,,,,,Uncategorized / Review,tags_policy_areas_local_governmentmd,2025-12-26T11:52:31,1195,0,0,"title: ""Local Government"""
pages/misc/tags-power-mechanisms-disenfranchisement-md.from_quarantine.md,tags_power_mechanisms_disenfranchisement.md,,,,,,Uncategorized / Review,tags_power_mechanisms_disenfranchisementmd,2025-12-26T15:11:08,1174,0,0,"title: ""Disenfranchisement"""
pages/misc/tags-power-mechanisms-disenfranchisement-md.md,tags_power_mechanisms_disenfranchisement.md,,,,,,Uncategorized / Review,tags_power_mechanisms_disenfranchisementmd,2025-12-26T11:52:33,1255,0,0,"title: ""Disenfranchisement"""
pages/misc/tags-power-mechanisms-executive-weakening-md.from_quarantine.md,tags_power_mechanisms_executive_weakening.md,,,,,,Uncategorized / Review,tags_power_mechanisms_executive_weakeningmd,2025-12-26T15:11:08,1101,0,0,"title: ""Executive Weakening"""
pages/misc/tags-power-mechanisms-executive-weakening-md.md,tags_power_mechanisms_executive_weakening.md,,,,,,Uncategorized / Review,tags_power_mechanisms_executive_weakeningmd,2025-12-26T11:52:33,1178,0,0,"title: ""Executive Weakening"""
pages/misc/tags-power-mechanisms-index-md.from_quarantine.md,tags_power_mechanisms_index.md,,,,,,Uncategorized / Review,tags_power_mechanisms_indexmd,2025-12-26T15:11:08,984,0,0,"title: ""Power Mechanisms"""
pages/misc/tags-power-mechanisms-index-md.md,tags_power_mechanisms_index.md,,,,,,Uncategorized / Review,tags_power_mechanisms_indexmd,2025-12-26T11:52:33,1043,0,0,"title: ""Power Mechanisms"""
pages/misc/tags-power-mechanisms-judicial-delay-md.from_quarantine.md,tags_power_mechanisms_judicial_delay.md,,,,,,Uncategorized / Review,tags_power_mechanisms_judicial_delaymd,2025-12-26T15:11:08,1013,0,0,"title: ""Judicial Delay"""
pages/misc/tags-power-mechanisms-judicial-delay-md.md,tags_power_mechanisms_judicial_delay.md,,,,,,Uncategorized / Review,tags_power_mechanisms_judicial_delaymd,2025-12-26T11:52:33,1092,0,0,"title: ""Judicial Delay"""
pages/misc/tags-power-mechanisms-preemption-md.from_quarantine.md,tags_power_mechanisms_preemption.md,,,,,,Uncategorized / Review,tags_power_mechanisms_preemptionmd,2025-12-26T15:11:08,1226,0,0,"title: ""Preemption"""
pages/misc/tags-power-mechanisms-preemption-md.md,tags_power_mechanisms_preemption.md,,,,,,Uncategorized / Review,tags_power_mechanisms_preemptionmd,2025-12-26T11:52:33,1305,0,0,"title: ""Preemption"""
pages/misc/tags-power-mechanisms-procedural-supremacy-md.from_quarantine.md,tags_power_mechanisms_procedural_supremacy.md,,,,,,Uncategorized / Review,tags_power_mechanisms_procedural_supremacymd,2025-12-26T15:11:08,1361,0,0,"title: ""Procedural Supremacy"""
pages/misc/tags-power-mechanisms-procedural-supremacy-md.md,tags_power_mechanisms_procedural_supremacy.md,,,,,,Uncategorized / Review,tags_power_mechanisms_procedural_supremacymd,2025-12-26T11:52:34,1452,0,0,"title: ""Procedural Supremacy"""
pages/misc/taxonomy-registry-md.md,TAXONOMY_REGISTRY.md,,,,,,Uncategorized / Review,taxonomy_registrymd,2025-12-26T15:11:09,2907,0,0,\# Taxonomy Registry
pages/misc/technical-build-plan.md,Technical Build Plan,,,,,,Specs / Build Docs,technical-build-plan,2025-12-26T15:11:09,6119,0,0,"Here's a technical build plan that matches your goals: Prototype fast (Markdown-driven, ""museum-grade"" UI) Deploy on Netlify Scale indefinitely Migrate to SQL/Postgres later without redesigning the site Keep your ""Brain"" as versioned markdown logs I'm going to pick the stack and standards so you can just execute."
pages/misc/visual-layout-interaction-specification.md,Visual Layout & Interaction Specification,,,,,,Specs / Build Docs,visual-layout-interaction-specification,2025-12-26T15:11:09,5162,0,0,Stand Up Arkansas - The People's Political History
pages/start-here.from_quarantine.md,Start Here,,,,,,Uncategorized / Review,start-here,2025-12-26T15:11:09,391,0,0,This archive is built to make Arkansas power legible.
pages/start-here.md,Start Here,,,,,,Uncategorized / Review,start-here,2025-12-27T10:15:13,150,0,0,"If you can see this, mdsvex works and the old content had something breaking compilation."
sources/sources-claims.md,sources_claims.md,,,,,,Uncategorized / Review,sources_claimsmd,2025-12-26T15:11:09,1380,0,0,"title: ""Claims and Evidence"" section: ""Sources"""
sources/sources-conflict-and-uncertainty.from_quarantine.md,sources_conflict-and-uncertainty.md,,,,,,Uncategorized / Review,sources_conflict-and-uncertaintymd,2025-12-26T15:11:08,1206,0,0,"title: ""Conflicting Accounts"""
sources/sources-conflict-and-uncertainty.md,sources_conflict-and-uncertainty.md,,,,,,Uncategorized / Review,sources_conflict-and-uncertaintymd,2025-12-26T11:52:31,1284,0,0,"title: ""Conflicting Accounts"""
sources/sources-index.from_quarantine.md,sources_index.md,,,,,,Uncategorized / Review,sources_indexmd,2025-12-26T15:11:08,1442,0,0,"title: ""Sources & Provenance"""
sources/sources-index.md,sources_index.md,,,,,,Uncategorized / Review,sources_indexmd,2025-12-26T11:52:31,1518,0,0,"title: ""Sources & Provenance"""
sources/sources-intake.from_quarantine.md,sources_intake.md,,,,,,Uncategorized / Review,sources_intakemd,2025-12-26T15:11:08,860,0,0,"title: ""Source Intake"""
sources/sources-intake.md,sources_intake.md,,,,,,Uncategorized / Review,sources_intakemd,2025-12-26T11:52:31,920,0,0,"title: ""Source Intake"""
sources/sources-revisions.from_quarantine.md,sources_revisions.md,,,,,,Uncategorized / Review,sources_revisionsmd,2025-12-26T15:11:08,947,0,0,"title: ""Revisions and Updates"""
sources/sources-revisions.md,sources_revisions.md,,,,,,Uncategorized / Review,sources_revisionsmd,2025-12-26T11:52:31,1013,0,0,"title: ""Revisions and Updates"""
sources/sources-source-types.from_quarantine.md,sources_source-types.md,,,,,,Uncategorized / Review,sources_source-typesmd,2025-12-26T15:11:08,1881,0,0,"title: ""Source Types"""
sources/sources-source-types.md,sources_source-types.md,,,,,,Uncategorized / Review,sources_source-typesmd,2025-12-26T11:52:31,1991,0,0,"title: ""Source Types"""
sources/sources-standards.md,sources_standards.md,,,,,,Specs / Build Docs,sources_standardsmd,2025-12-26T15:11:09,1036,0,0,"title: ""Evidence Standards"""
timelines/eras/era-template.md,timeline_eras_era-template.md,,,,,,Uncategorized / Review,timeline_eras_era-templatemd,2025-12-26T15:11:09,1807,0,0,"title: ""Era Name"""
timelines/eras/reconstruction-era.from_quarantine.md,Reconstruction & Federal Intervention,Timeline,,,Active,,Uncategorized / Review,reconstruction-federal-intervention,2025-12-26T15:11:08,1801,0,0,"This era marks the most significant restructuring of political power in Arkansas history. Following the Civil War, federal authority intervened directly to redefine citizenship, voting rights, and governance."
timelines/eras/reconstruction-era.md,Reconstruction & Federal Intervention,Timeline,,,Active,,Uncategorized / Review,reconstruction-federal-intervention,2025-12-26T12:07:20,1880,0,0,"This era marks the most significant restructuring of political power in Arkansas history. Following the Civil War, federal authority intervened directly to redefine citizenship, voting rights, and governance."
timelines/eras/reconstruction.md,Reconstruction (1868–1874),,,,,,Uncategorized / Review,reconstruction-18681874,2025-12-26T15:11:09,399,0,0,This is a starter era page so the timeline routing and indexing can be tested.
timelines/events/event-template.from_quarantine.md,Event Title,Timeline,,,Template,,Uncategorized / Review,event-title,2025-12-26T15:11:08,1176,0,0,YYYY or YYYY-YYYY
timelines/events/event-template.md,Event Title,Timeline,,,Template,,Uncategorized / Review,event-title,2025-12-26T12:07:20,1253,0,0,YYYY or YYYY–YYYY
timelines/events/example-event.from_quarantine.md,timeline_events_example_event.md,,,,,,Uncategorized / Review,timeline_events_example_eventmd,2025-12-26T15:11:08,1566,0,0,"title: ""Adoption of the Arkansas Constitution of 1868"""
timelines/events/example-event.md,timeline_events_example_event.md,,,,,,Uncategorized / Review,timeline_events_example_eventmd,2025-12-26T11:52:30,1659,0,0,"title: ""Adoption of the Arkansas Constitution of 1868"""
timelines/index.md,Timeline Index,,,,,,Uncategorized / Review,timeline-index,2025-12-26T15:11:09,344,0,0,This is the timeline module.
